"metric1","metric2","category","country"
"-0.09393585847166916","0.2616783175117474","Urban","Ethiopia"
"0.10040806974947203","1.1270666787491188","Urban","Ethiopia"
"0.18038844133465115","-1.1712492952404017","Urban","Ethiopia"
"-0.34926812662397183","-0.18313076927357375","Urban","Ethiopia"
"0.030470890525620083","-0.364857367383035","Urban","Ethiopia"
"1.3425187431039751","-0.5846822113088394","Urban","Ethiopia"
"0.6606883057199375","0.0786828372645032","Urban","Ethiopia"
"-0.21311440875868393","1.2086114176277496","Urban","Ethiopia"
"0.03602400458911012","0.5612381061723313","Urban","Ethiopia"
"-0.5443038715638825","-0.290053248405627","Urban","Ethiopia"
"0.0360534593488509","-0.9551632240254435","Urban","Ethiopia"
"-1.0714332711290964","-1.200710790386555","Urban","Ethiopia"
"-0.4141888953300461","-0.3069234304932413","Urban","Ethiopia"
